SKU ID,Date,Online_Clicks,Online_Cost,Online_Impressions
SKU1053,12-04-21,768,2811.404406,134792
SKU1034,03-05-22,653,1529.012904,107441
SKU1034,5/14/2022,1106,7508.401904,151543
SKU1030,12-03-22,834,2005.427193,88926
SKU1020,2/13/2021,807,2120.473783,102600
SKU1048,4/23/2022,733,2175.987677,94706
SKU1030,10-08-22,393,970.5236125,50009
SKU1044,4/24/2021,616,1550.318581,98335
SKU1031,10/16/2021,673,2466.126358,106928
SKU1017,01-01-22,726,2602.292086,107334
SKU1043,12-11-21,842,3391.25584,103843
SKU1037,9/24/2022,809,3597.139228,105871
SKU1022,12/17/2022,796,2188.402164,103102
SKU1014,2/20/2021,1216,3275.039674,125031
SKU1036,6/25/2022,1275,3174.768306,143097
SKU1032,2/27/2021,1349,3633.533182,147703
SKU1023,3/13/2021,932,2706.461314,116956
SKU1037,4/24/2021,854,2658.885612,108794
SKU1047,9/18/2021,820,2732.873206,83506
SKU1025,9/25/2021,871,2850.094458,103978
SKU1027,12/25/2021,754,2378.608954,96080
SKU1031,4/23/2022,951,3216.242777,119273
SKU1047,8/20/2022,933,3419.094447,121627
SKU1037,12-03-22,876,2717.287934,96635
SKU1023,10/16/2021,785,3110.332931,104799
SKU1029,11/27/2021,721,2696.597496,101742
SKU1052,10/29/2022,900,3300.03132,135514
SKU1049,3/13/2021,1316,5393.820665,189028
SKU1046,7/16/2022,1254,4580.596681,192275
SKU1017,2/20/2021,1183,4678.455469,216773
SKU1045,07-10-21,1057,5758.973926,175521
SKU1028,7/24/2021,840,4742.636333,131054
SKU1041,04-09-22,666,1905.322603,87824
SKU1019,12/31/2022,822,2373.609596,115095
SKU1051,8/14/2021,1143,3725.664028,155052
SKU1032,4/16/2022,1238,4124.712121,146582
SKU1012,05-07-22,1150,3173.750167,136212
SKU1022,07-09-22,987,3306.313547,132497
SKU1028,3/26/2022,513,1396.58145,63696
SKU1026,7/23/2022,507,1246.955787,63993
SKU1035,09-03-22,475,1451.206813,65547
SKU1054,2/27/2021,507,1917.203271,91368
SKU1017,4/17/2021,838,3222.369425,166820
SKU1044,08-07-21,1268,5988.513219,320470
SKU1044,9/17/2022,1197,5668.962724,310907
SKU1051,03-06-21,793,4853.248337,172331
SKU1016,05-08-21,790,4234.528897,153396
SKU1031,8/27/2022,1030,5490.054829,167628
SKU1021,6/19/2021,981,4896.682256,157253
SKU1026,07-10-21,888,4792.866385,157418
SKU1054,11/13/2021,963,4343.001222,176080
SKU1051,12-04-21,729,3096.275513,133033
SKU1043,7/23/2022,681,1962.56889,148929
SKU1052,01-09-21,723,1920.989569,136678
SKU1016,3/13/2021,747,1950.670665,133360
SKU1028,05-01-21,883,2793.471309,152422
SKU1029,5/29/2021,1077,3820.186464,202734
SKU1013,7/31/2021,702,2859.293086,128495
SKU1042,12-04-21,639,2506.779113,91770
SKU1019,5/15/2021,728,2684.279192,105260
SKU1040,09-11-21,941,3367.530404,140646
SKU1055,10-09-21,906,3222.445516,146377
SKU1011,11/13/2021,788,2587.28674,113406
SKU1014,01-01-22,532,2352.728662,96607
SKU1041,04-02-22,638,3632.039904,131783
SKU1026,4/30/2022,495,2501.1287,96046
SKU1024,5/28/2022,587,2334.026396,112088
SKU1031,12/31/2022,637,1676.568914,112168
SKU1033,1/23/2021,1009,2598.894484,162512
SKU1053,2/20/2021,1090,2329.673679,214616
SKU1015,2/27/2021,911,2263.845955,198018
SKU1033,8/28/2021,1212,2838.756654,218737
SKU1049,02-12-22,832,1652.386025,116250
SKU1046,04-02-22,830,2058.354025,119568
SKU1050,05-08-21,866,2123.756797,145302
SKU1035,5/15/2021,721,1851.679892,149493
SKU1049,07-02-22,621,1731.190883,134880
SKU1012,10/15/2022,684,1968.1484,131049
SKU1023,1/16/2021,652,2242.372111,136065
SKU1041,06-04-22,602,1853.229522,118696
SKU1046,01-09-21,643,2215.055266,114913
SKU1035,10/16/2021,663,2417.101891,105820
SKU1019,11-06-21,648,1381.074209,120515
SKU1058,3/26/2022,576,1794.057409,81761
SKU1039,07-02-22,1048,3712.398399,163585
SKU1050,10-01-22,1317,4832.968778,206217
SKU1038,10/16/2021,1219,4026.556668,183809
SKU1033,10/23/2021,1106,4016.826035,175113
SKU1054,02-05-22,774,2235.737064,111904
SKU1019,03-12-22,500,1320.29792,69066
SKU1018,06-04-22,522,1353.06332,67591
SKU1053,5/29/2021,582,1598.723211,66301
SKU1022,08-07-21,679,1307.016275,116879
SKU1040,03-05-22,1506,2999.567516,418782
SKU1043,7/30/2022,1400,2674.948978,409068
SKU1047,11/19/2022,1316,2636.728769,436943
SKU1048,12/31/2022,1032,3701.169423,125361
SKU1047,3/20/2021,859,3039.763097,146597
SKU1042,4/17/2021,660,1730.138482,136541
SKU1034,06-12-21,676,1280.574248,62773
SKU1041,8/14/2021,541,1406.041492,68212
SKU1012,4/16/2022,496,1271.007614,68640
SKU1051,7/30/2022,503,1343.139148,58803
SKU1029,9/24/2022,496,1358.985121,50089
SKU1038,10-08-22,476,1113.474008,50086
SKU1033,03-06-21,861,4013.015447,117820
SKU1028,06-05-21,959,4644.749334,147767
SKU1034,09-11-21,408,1024.101081,54207
SKU1052,3/26/2022,487,1314.632559,62231
SKU1051,06-11-22,633,2166.550797,104777
SKU1053,7/30/2022,858,3376.446677,169397
SKU1058,9/17/2022,1355,6066.544219,339557
SKU1037,2/19/2022,955,5183.064868,233730
SKU1038,04-09-22,886,4828.304289,193175
SKU1014,4/30/2022,836,4426.870652,175996
SKU1025,11-05-22,1070,4358.822092,192589
SKU1035,11/19/2022,1124,4992.953266,196179
SKU1046,04-03-21,987,4908.253684,197123
SKU1015,07-10-21,881,2812.549373,174164
SKU1046,8/14/2021,897,1753.730794,149605
SKU1051,11/20/2021,2116,3109.126404,506645
SKU1055,07-02-22,1763,3334.207332,426666
SKU1058,8/13/2022,1807,3386.952147,418457
SKU1050,12-04-21,2148,4040.426264,546951
SKU1047,5/28/2022,2212,4248.258519,541874
SKU1030,08-06-22,2112,4149.243395,544861
SKU1049,01-02-21,1898,3972.427735,486693
SKU1031,5/29/2021,1440,3114.68405,352435
SKU1030,7/24/2021,1471,3183.366093,343884
SKU1034,9/18/2021,1419,3437.476642,311916
SKU1016,01-02-21,1599,3934.853974,343812
SKU1057,01-09-21,1584,3787.734486,336677
SKU1023,06-12-21,1810,4087.947871,396351
SKU1035,07-03-21,1532,3492.898016,299003
SKU1042,9/17/2022,1142,2417.096037,213089
SKU1038,04-03-21,947,3542.134509,139980
SKU1026,3/26/2022,858,3288.819817,140544
SKU1037,4/23/2022,842,3392.028896,154850
SKU1031,6/25/2022,774,2855.157577,114734
SKU1014,07-02-22,723,2662.206041,99999
SKU1044,11-05-22,632,2629.253357,68699
SKU1018,05-08-21,863,3727.990931,50455
SKU1058,5/15/2021,978,4683.163346,86620
SKU1057,8/13/2022,880,3452.907209,165239
SKU1039,07-09-22,769,2535.243106,121343
SKU1051,09-10-22,720,3046.884604,84988
SKU1030,12-04-21,750,3221.235144,89366
SKU1034,03-12-22,751,2441.622933,101196
SKU1023,3/19/2022,660,2156.705381,94359
SKU1027,06-05-21,518,1489.257875,76956
SKU1034,7/31/2021,499,1363.663477,71241
SKU1058,12/18/2021,557,1851.699585,85901
SKU1057,5/14/2022,656,1754.839599,138550
SKU1032,09-10-22,463,977.9614406,97816
SKU1050,11-12-22,858,2517.667902,188814
SKU1058,12-04-21,614,1824.85944,144470
SKU1014,09-03-22,486,952.6065047,50095
SKU1054,11-12-22,605,1398.927334,113245
