Page_traffic,Unit_price,Title_Count,Description_Length,Image_Count,month,1_Star_Rating,5_Star_Rating,2_Star_Rating,3_Star_Rating,Organic Search Rank,4_Star_Rating,online_cost_per_impression,num_unique_Search_Terms,average_rating,total_cost,total_clicks,num_unique_campaigns,Online_Impressions,Segment_Makeup,Online_Cost,Online_Clicks,video_cost_per_impression,Units_sold>1000
3918.0,25.80863827,87,60,7,11,80.0,2154,43.0,177,17.0,326,0.020935084607967162,5.0,4.6,4732.962058,863.0,4,226077,True,4732.962058,863.0,0.0,1
4147.0,27.07118644,81,56,5,8,12.0,0,0.0,0,35.0,0,0.0214459286255741,2.0,1.0,2885.721264,815.0,4,134557,True,2885.721264,815.0,0.0,1
4188.0,14.46612903,125,221,8,6,86.0,1905,60.0,170,28.0,339,0.028207208178616088,8.0,4.5,5910.030672,1207.0,4,209521,False,5910.030672,1207.0,0.0,1
1877.0,32.2696,139,123,16,4,110.0,2938,77.0,204,4.0,416,0.011562933331831164,3.0,4.6,58397.423488,4853.0,5,177520,True,2052.663488,523.0,0.010541854962766111,1
1534.0,4.541666667,82,186,0,12,57.0,1464,42.0,128,31.0,224,0.0,5.0,4.6,0.0,0.0,0,0,True,0.0,0.0,0.0,0
2171.0,33.25830258,126,221,9,1,46.0,0,34.0,46,3.0,56,0.0127879900385876,1.0,2.6,43720.682304,4896.0,2,271848,True,3476.402304,1417.0,0.01043443224601899,0
1646.0,37.8147448,172,158,0,9,0.0,0,0.0,0,26.0,0,0.0,0.0,0.0,0.0,0.0,0,0,False,0.0,0.0,0.0,1
3408.0,24.39425287,154,186,9,9,25.0,0,21.0,44,23.0,77,0.035377397507878036,4.0,3.0,133967.402573,12178.0,2,90123,True,3188.352573,621.0,0.011973061971253822,0
2165.0,35.7640625,153,186,9,11,46.0,881,36.0,92,3.0,161,0.015550005346185631,1.0,4.5,63685.348881,6284.0,4,136732,True,2126.198881,905.0,0.009999826186456125,0
3984.0,17.11981567,151,157,10,5,118.0,2327,80.0,196,29.0,390,0.022997399978876214,4.0,4.5,2395.133213,754.0,4,104147,False,2395.133213,754.0,0.0,1
5630.0,19.62529833,117,209,12,1,38.0,417,20.0,40,13.0,65,0.013859809812072204,3.0,4.4,43905.265603,4907.0,2,264143,False,3660.985603,1428.0,0.01043443224601899,1
1298.0,9.389432485,119,209,11,8,118.0,2758,87.0,223,3.0,485,0.0,4.0,4.5,0.0,0.0,0,0,True,0.0,0.0,0.0,1
2560.0,13.75015538,85,59,1,8,123.0,3150,85.0,233,20.0,455,0.0,10.0,4.6,70287.25,5812.0,0,0,True,0.0,0.0,0.009888423437479336,1
2389.0,25.24781086,70,127,11,10,0.0,0,0.0,0,34.0,0,0.025270183181965618,0.0,0.0,99927.950889,8958.0,4,135651,False,3427.950889,909.0,0.013017499566308176,1
3228.0,18.53381066,117,209,12,4,38.0,417,21.0,40,22.0,65,0.018264744608092458,5.0,4.4,58032.550255,4716.0,2,92406,False,1687.790255,386.0,0.010541854962766111,1
2796.0,15.58984375,141,123,16,6,77.0,2019,59.0,160,3.0,314,0.0,0.0,4.6,0.0,0.0,0,0,True,0.0,0.0,0.0,0
6680.0,23.86918605,77,99,0,1,64.0,1669,42.0,125,23.0,235,0.024794626722952285,5.0,4.6,61284.395125,6167.0,2,199221,True,4939.635125,1837.0,0.010541854962766111,1
3541.0,34.27746212,137,123,16,7,29.0,650,16.0,42,31.0,105,0.019296335053231434,3.0,4.6,2184.055683,574.0,5,113184,True,2184.055683,574.0,0.0,1
2427.0,19.68217054,70,127,11,3,0.0,0,0.0,0,32.0,0,0.013372069727843527,0.0,0.0,2387.409213,849.0,2,178536,False,2387.409213,849.0,0.0,1
2574.0,38.004656739999994,93,61,11,9,64.0,1493,48.0,86,19.0,222,0.017679511036966657,2.0,4.6,1600.243262,599.0,4,90513,False,1600.243262,599.0,0.0,0
4978.0,16.1913836,127,221,9,11,100.0,2630,74.0,187,8.0,374,0.0,10.0,4.6,61559.15,5379.0,0,0,False,0.0,0.0,0.009999826186456125,1
3749.0,28.87792472,90,67,13,7,0.0,0,0.0,0,11.0,0,0.0,1.0,0.0,0.0,0.0,0,0,True,0.0,0.0,0.0,0
4893.0,13.8804903,117,209,5,2,24.0,638,21.0,53,12.0,88,0.0,6.0,4.6,0.0,0.0,0,0,True,0.0,0.0,0.0,0
1713.0,13.57334184,167,158,0,3,14.0,533,9.0,0,35.0,74,0.0,0.0,4.8,63978.2,5744.0,0,0,False,0.0,0.0,0.009701795595400388,1
5509.0,23.60049834,120,196,11,5,88.0,3137,64.0,200,14.0,442,0.0,6.0,4.6,0.0,0.0,0,0,False,0.0,0.0,0.0,1
2483.0,11.62112587,89,68,10,8,12.0,303,0.0,0,14.0,0,0.024275779199435372,3.0,4.8,105102.861781,10608.0,4,99179,False,2407.671781,728.0,0.012037634431919535,1
3807.0,25.88023451,81,108,0,3,83.0,1991,56.0,153,52.0,305,0.01999168450940609,0.0,4.6,80519.023246,7076.0,4,173982,True,3478.213246,1052.0,0.010217988085505517,1
4861.0,34.79265403,87,57,4,6,10.0,0,0.0,0,20.0,0,0.06909077810446655,0.0,1.0,5404.695208,551.0,2,78225,False,5404.695208,551.0,0.0,0
3851.0,28.08847185,152,186,9,9,111.0,2981,80.0,228,23.0,450,0.0,7.0,4.6,118307.34,11303.0,0,0,False,0.0,0.0,0.011841985070015021,1
3616.0,10.16445183,126,221,6,9,67.0,2319,47.0,159,13.0,309,0.015839789567786068,4.0,4.6,119326.155265,11859.0,2,64319,True,1018.815265,556.0,0.011841985070015021,1
6238.0,15.77206646,95,67,14,6,85.0,1684,63.0,145,5.0,278,0.0,6.0,4.5,0.0,0.0,0,0,True,0.0,0.0,0.0,1
3556.0,26.09298246,93,61,11,2,40.0,1083,35.0,71,16.0,158,0.0,1.0,4.6,61559.15,5379.0,0,0,False,0.0,0.0,0.009999826186456125,1
1951.0,9.840460526,92,59,6,4,0.0,402,0.0,27,22.0,61,0.0,6.0,4.8,0.0,0.0,0,0,False,0.0,0.0,0.0,1
3723.0,16.41101928,70,86,0,10,0.0,0,0.0,0,19.0,0,0.0,0.0,0.0,77040.81,6375.0,0,0,False,0.0,0.0,0.010217988085505517,1
3905.0,23.49806094,117,209,9,12,78.0,2034,58.0,143,28.0,324,0.025500872129125118,7.0,4.6,2480.469832,663.0,4,97269,False,2480.469832,663.0,0.0,1
2724.0,31.40370059,79,100,0,6,185.5,4990,135.5,374,22.0,766,0.027717500181090444,7.0,4.6,2984.648137,841.0,4,107680,True,2984.648137,841.0,0.0,1
2241.0,27.85174419,84,151,6,1,74.0,1989,52.0,124,3.0,266,0.02819771438907824,0.0,4.6,64520.981524,6314.0,4,105037,False,2961.831524,935.0,0.009999826186456125,1
1266.0,25.12592593,85,123,7,9,57.0,523,36.0,53,34.0,100,0.0,3.0,4.3,0.0,0.0,0,0,True,0.0,0.0,0.0,0
6170.0,16.96128648,76,96,0,7,0.0,475,0.0,20,51.0,53,0.0,1.0,4.8,77040.81,6375.0,0,0,False,0.0,0.0,0.010217988085505517,1
3580.0,11.21877585,127,221,7,10,52.0,817,32.0,90,15.0,154,0.028779680854027104,0.0,4.4,88065.91973000001,7287.0,4,143601,True,4132.81973,796.0,0.010543214907326643,1
4069.0,19.73309091,141,123,16,3,61.0,1235,40.0,96,9.0,197,0.0,5.0,4.5,0.0,0.0,0,0,True,0.0,0.0,0.0,1
4528.0,14.30231388,83,61,10,6,86.0,2026,60.0,146,25.0,298,0.024579937954367522,3.0,4.6,6593.076757500001,1196.0,4,268229,True,6593.076757500001,1196.0,0.0,1
5137.0,18.54831461,86,62,8,11,123.0,3906,113.0,292,14.0,604,0.0,7.0,4.6,63978.2,5744.0,0,0,True,0.0,0.0,0.009701795595400388,1
6341.0,24.51784358,81,108,0,4,81.0,2218,72.0,167,7.0,349,0.0,5.0,4.6,56344.76,4791.0,0,0,True,0.0,0.0,0.010541854962766111,1
240.0,20.90566038,127,221,10,7,75.0,1800,53.0,143,3.0,285,0.0,6.0,4.6,0.0,0.0,0,0,True,0.0,0.0,0.0,0
2850.0,34.31649485,137,209,13,12,90.0,2389,51.0,156,17.0,335,0.030446555911294065,7.0,4.6,4792.866385,888.0,5,157418,True,4792.866385,888.0,0.0,0
2658.0,23.10320641,70,148,11,11,87.0,2644,58.0,172,7.0,390,0.0,5.0,4.6,0.0,0.0,0,0,False,0.0,0.0,0.0,0
2280.0,21.82799145,79,58,5,1,0.0,0,0.0,0,19.0,0,0.0,0.0,0.0,0.0,0.0,0,0,True,0.0,0.0,0.0,0
3276.0,33.73892989,113,209,10,7,104.0,1744,67.0,182,41.0,299,0.0,0.0,4.5,0.0,0.0,0,0,True,0.0,0.0,0.0,1
3231.0,20.08298319,118,209,8,5,48.0,890,28.0,67,31.0,138,0.0,3.0,4.5,0.0,0.0,0,0,True,0.0,0.0,0.0,0
5535.0,21.11546392,81,105,0,1,94.0,2843,65.0,187,22.0,403,0.0,5.0,4.6,61559.15,5379.0,0,0,True,0.0,0.0,0.009999826186456125,0
3427.0,17.92600277,117,209,12,10,52.0,612,32.0,56,10.0,100,0.0,5.0,4.4,0.0,0.0,0,0,False,0.0,0.0,0.0,1
5337.0,13.30979499,131,209,12,12,30.0,330,19.0,76,24.0,103,0.0,4.0,4.2,0.0,0.0,0,0,True,0.0,0.0,0.0,1
4518.0,24.23279817,137,209,13,1,0.0,0,0.0,0,27.0,0,0.020667184364674806,10.0,0.0,2120.473783,807.0,2,102600,True,2120.473783,807.0,0.0,0
2645.0,7.599785408,160,158,0,8,144.0,4039,92.0,271,31.0,591,0.0,6.0,4.6,0.0,0.0,0,0,False,0.0,0.0,0.0,0
2986.0,19.80654545,113,209,13,10,72.0,1548,63.0,141,7.0,279,0.025152876309949952,1.0,4.5,99605.826861,8841.0,4,123477,False,3105.826861,792.0,0.013017499566308176,1
1679.0,10.55116959,91,62,4,7,92.0,1484,55.0,135,32.0,255,0.0,0.0,4.5,0.0,0.0,0,0,True,0.0,0.0,0.0,0
3130.0,15.45355588,126,205,8,1,125.0,3272,82.0,213,19.0,443,0.0,10.0,4.6,56344.76,4330.0,0,0,False,0.0,0.0,0.010541854962766111,1
3829.0,13.23541384,80,104,0,1,25.0,365,18.0,40,6.0,63,0.021227480312756213,0.0,4.4,41305.802608,3872.0,2,50006,True,1061.522608,393.0,0.01043443224601899,1
3699.0,31.14941691,152,186,9,10,185.5,5093,135.5,374,12.0,766,0.020981006288292237,9.0,4.6,1818.402834,592.0,2,86668,False,1818.402834,592.0,0.0,1
3548.0,22.94450867,137,209,13,3,21.0,742,13.0,45,20.0,92,0.0,10.0,4.7,0.0,0.0,0,0,True,0.0,0.0,0.0,0
1199.0,34.65338645,66,124,12,6,79.0,2252,61.0,166,11.0,350,0.0,6.0,4.6,0.0,0.0,0,0,False,0.0,0.0,0.0,0
2399.0,31.2578125,137,123,16,7,18.0,490,10.0,37,3.0,74,0.0,2.0,4.6,77040.81,6375.0,0,0,True,0.0,0.0,0.010217988085505517,1
4203.0,16.8986694,91,54,8,4,15.0,0,0.0,0,31.0,0,0.014548579197983807,0.0,1.0,57649.389291,5310.0,4,89673,False,1304.629291,519.0,0.010541854962766111,0
2869.0,22.10762943,172,158,0,2,0.0,0,0.0,0,22.0,0,0.024603578520810944,0.0,0.0,64604.015067,6287.0,2,123756,False,3044.865067,908.0,0.009999826186456125,0
2094.0,32.39473684,164,158,0,3,0.0,0,0.0,0,15.0,0,0.0,6.0,0.0,0.0,0.0,0,0,True,0.0,0.0,0.0,0
964.0,20.09952607,83,61,7,10,0.0,310,0.0,0,39.0,34,0.0,3.0,4.9,0.0,0.0,0,0,False,0.0,0.0,0.0,0
4350.0,18.56615878,114,209,10,12,40.0,866,22.0,54,9.0,127,0.018204293438124915,2.0,4.6,1957.234609,631.0,2,107514,True,1957.234609,631.0,0.0,1
3231.0,17.2468773,111,209,13,7,72.0,803,43.0,93,35.0,146,0.0,3.0,4.4,0.0,0.0,0,0,False,0.0,0.0,0.0,1
4373.0,22.15428571,77,99,0,9,59.0,1558,42.0,120,23.0,217,0.028162959646760653,5.0,4.6,120440.853171,11505.0,2,75755,True,2133.513171,704.0,0.011841985070015021,1
2776.0,17.05115713,71,128,11,11,0.0,0,0.0,0,19.0,0,0.0,0.0,0.0,111171.56,10309.0,0,0,True,0.0,0.0,0.012052667150486772,0
2475.0,23.72467086,126,221,12,11,140.0,3479,78.0,228,30.0,474,0.0,9.0,4.6,0.0,0.0,0,0,True,0.0,0.0,0.0,1
3981.0,33.2572402,84,112,0,7,185.5,5093,135.5,374,35.0,766,0.01848645725431008,8.0,4.6,3331.573867,938.0,4,180216,False,3331.573867,938.0,0.0,0
3185.0,16.84076923,75,95,0,7,185.5,5093,135.5,374,22.0,766,0.0,10.0,4.6,0.0,0.0,0,0,True,0.0,0.0,0.0,1
4560.0,12.26523297,90,64,10,4,119.0,3332,75.0,224,14.0,516,0.0,5.0,4.6,56344.76,4330.0,0,0,False,0.0,0.0,0.010541854962766111,1
641.0,38.004656739999994,89,58,9,9,42.0,767,25.0,65,27.0,125,0.0,10.0,4.5,111171.56,10579.0,0,0,False,0.0,0.0,0.012052667150486772,0
5.0,15.61832061,81,107,0,7,28.0,199,19.0,43,39.0,60,0.0,7.0,4.1,77040.81,6375.0,0,0,False,0.0,0.0,0.010217988085505517,0
5268.0,27.35262689,67,125,11,6,28.0,721,33.0,85,3.0,137,0.0,2.0,4.5,0.0,0.0,0,0,True,0.0,0.0,0.0,1
3347.0,23.98149576,126,221,8,5,185.5,5093,135.5,374,4.0,766,0.02239576215177609,10.0,4.6,4114.504631,900.0,4,183717,False,4114.504631,900.0,0.0,1
3272.0,25.53834116,86,65,12,10,93.0,2941,79.0,228,9.0,456,0.01851298098282901,8.0,4.6,1233.408845,521.0,4,66623,True,1233.408845,521.0,0.0,1
52.0,21.28395062,87,55,6,3,0.0,0,0.0,22,10.0,0,0.0,0.0,3.0,0.0,0.0,0,0,False,0.0,0.0,0.0,0
2610.0,13.70166898,89,68,10,4,0.0,0,0.0,0,18.0,0,0.0,3.0,0.0,0.0,0.0,0,0,False,0.0,0.0,0.0,1
2464.0,3.876811594,86,65,9,4,0.0,0,0.0,0,19.0,0,0.0,0.0,0.0,0.0,0.0,0,0,True,0.0,0.0,0.0,0
371.0,20.90566038,80,104,0,11,104.0,2933,64.0,192,39.0,453,0.012077347373025843,5.0,4.6,1076.719673,523.0,4,89151,True,1076.719673,523.0,0.0,0
3897.0,30.33426184,164,158,0,4,23.0,206,0.0,0,18.0,0,0.0158350205896719,6.0,4.6,5284.320556,1962.5,2,333710,True,5284.320556,1962.5,0.0,1
4962.0,12.86436909,84,62,7,9,39.0,1602,27.0,106,8.0,201,0.0,3.0,4.7,111171.56,10579.0,0,0,False,0.0,0.0,0.012052667150486772,1
4018.0,26.83888889,152,186,10,12,79.0,2560,62.0,168,4.0,388,0.030525199351352856,3.0,4.6,62937.8367575,5847.0,4,215987,True,6593.076757500001,1517.0,0.010541854962766111,1
3488.0,34.26449788,164,158,0,6,23.0,206,0.0,0,17.0,0,0.0,6.0,4.6,0.0,0.0,0,0,True,0.0,0.0,0.0,0
2176.0,17.09827761,81,108,0,9,28.0,690,20.0,45,3.0,80,0.015380093990076208,0.0,4.6,113161.52884099999,11380.0,2,129385,True,1989.968841,801.0,0.012052667150486772,0
2488.0,19.30913642,127,221,7,10,0.0,0,0.0,0,12.0,0,0.0,0.0,0.0,0.0,0.0,0,0,True,0.0,0.0,0.0,1
3951.0,14.82596154,75,131,10,3,84.0,1857,45.0,111,32.0,287,0.0,0.0,4.6,77040.81,6024.0,0,0,True,0.0,0.0,0.010217988085505517,1
1804.0,13.45510624,167,158,0,4,14.0,533,9.0,0,17.0,74,0.0,0.0,4.8,56344.76,4330.0,0,0,False,0.0,0.0,0.010541854962766111,1
656.6566177,17.15151515,172,158,0,2,0.0,0,0.0,0,18.0,0,0.0,0.0,0.0,0.0,0.0,0,0,False,0.0,0.0,0.0,0
2925.0,22.7790927,126,221,8,10,89.0,1801,57.0,194,4.0,295,0.020494866006633174,9.0,4.5,1248.260309,457.0,2,60905,True,1248.260309,457.0,0.0,1
3140.0,30.93419833,127,221,9,8,130.0,3771,90.0,240,19.0,566,0.023688365763063466,11.0,4.6,3380.045534,918.0,2,142687,True,3380.045534,918.0,0.0,1
3204.0,27.67286974,84,63,8,3,38.0,1247,25.0,80,21.0,172,0.026599910736000577,3.0,4.6,66187.50878599999,6436.0,4,83056,True,2209.308786,692.0,0.009701795595400388,1
4406.0,24.62139605,152,186,10,5,20.0,895,13.0,51,17.0,124,0.00893092425768677,8.0,4.7,2269.687229,1267.0,2,254137,True,2269.687229,1267.0,0.0,1
4863.0,15.0222321,84,62,7,6,69.0,2697,50.0,182,12.0,351,0.0,3.0,4.7,0.0,0.0,0,0,False,0.0,0.0,0.0,1
3077.0,20.90566038,81,165,0,2,43.0,735,36.0,79,28.0,132,0.0,1.0,4.4,0.0,0.0,0,0,True,0.0,0.0,0.0,0
3979.0,25.97560976,70,148,11,11,61.0,2018,41.0,129,32.0,292,0.025882945283490867,5.0,4.6,69254.930172,6994.0,4,203868,False,5276.730172,1250.0,0.009701795595400388,1
1622.0,28.24775583,135,59,4,4,35.0,641,26.0,58,23.0,100,0.010033301277507622,3.0,4.5,2434.680888,1096.0,2,242659,False,2434.680888,1096.0,0.0,0
5401.0,31.61016949,88,61,9,9,36.0,795,21.0,58,13.0,98,0.0242872394206767,2.0,4.6,116084.989971,11792.0,2,202304,False,4913.429971,1213.0,0.012052667150486772,0
2653.0,11.35264163,126,205,8,5,79.0,2443,58.0,148,10.0,330,0.0,13.5,4.6,0.0,0.0,0,0,False,0.0,0.0,0.0,1
4044.0,21.28679654,77,99,0,11,87.0,2227,53.0,167,3.0,302,0.018597125078914773,6.0,4.6,930.8604987,462.0,4,50053,True,930.8604987,462.0,0.0,0
3038.0,18.47539016,84,63,6,6,110.0,2564,57.0,211,34.0,391,0.031054405862733857,10.0,4.6,5959.029941,959.0,4,191889,False,5959.029941,959.0,0.0,0
4639.0,16.44315403,95,67,14,7,118.0,2525,90.0,244,20.0,427,0.0,5.0,4.5,0.0,0.0,0,0,True,0.0,0.0,0.0,1
2989.0,22.79640719,100,209,14,7,76.0,1603,47.0,101,34.0,235,0.023086160834527223,9.0,4.6,2578.262442,670.0,2,111679,False,2578.262442,670.0,0.0,0
5120.0,24.78823529,127,221,9,1,39.0,885,27.0,69,32.0,121,0.006665945974211218,8.0,4.6,2224.499497,1333.0,2,333710,False,2224.499497,1333.0,0.0,0
6164.0,15.85074627,75,131,10,1,70.0,1718,42.0,102,4.0,267,0.0,0.0,4.6,61559.15,5379.0,0,0,True,0.0,0.0,0.009999826186456125,1
4829.0,20.77699681,115,209,11,3,68.0,1853,58.0,158,31.0,304,0.016707000897268936,6.0,4.6,79722.06645299999,7091.0,4,160486,False,2681.256453,1067.0,0.010217988085505517,1
5270.0,10.06216378,91,59,5,9,59.0,1446,42.0,96,6.0,212,0.0,1.0,4.6,130779.05,11557.0,0,0,True,0.0,0.0,0.011973061971253822,1
7324.5,22.33115611,75,131,10,8,84.0,1857,51.0,111,6.0,287,0.022514801123848748,2.0,4.6,6593.076757500001,1566.0,5,292832,True,6593.076757500001,1566.0,0.0,1
4688.0,22.30575256,91,59,5,8,75.0,1672,50.0,118,44.0,237,0.014688207600089147,2.0,4.6,3493.046714,921.0,5,237812,True,3493.046714,921.0,0.0,1
2229.0,24.58436945,84,62,7,2,78.0,919,45.0,92,3.0,156,0.02546832082445748,0.0,4.4,64177.471659,6122.0,2,102806,False,2618.321659,743.0,0.009999826186456125,0
953.0,11.11579755,86,65,9,8,0.0,0,0.0,0,19.0,0,0.0,0.0,0.0,83014.05,7236.0,0,0,True,0.0,0.0,0.011130543061140185,1
5473.0,20.14301739,127,221,7,3,0.0,0,0.0,0,33.0,0,0.02028219754755902,0.0,0.0,65748.02455799999,6337.0,4,87259,True,1769.824558,593.0,0.009701795595400388,1
3751.0,11.98702903,126,205,8,5,85.0,2548,61.0,157,14.0,351,0.012543503798336198,13.5,4.6,2049.119324,753.0,4,163360,False,2049.119324,753.0,0.0,1
2816.0,20.50848564,83,54,8,10,0.0,0,0.0,0,19.0,0,0.02172478714285714,0.0,0.0,104276.754504,10087.0,2,72799,True,1581.564504,565.0,0.012037634431919535,1
3553.0,23.57578188,127,221,9,4,103.0,2982,72.0,192,40.0,457,0.028438312587234477,3.0,4.6,43035.642572,4326.0,2,98154,True,2791.362572,847.0,0.01043443224601899,1
3733.0,23.32435233,125,75,8,1,68.0,2000,60.0,162,15.0,310,0.009132083020567483,2.0,4.6,1338.23371,739.0,2,146541,True,1338.23371,739.0,0.0,1
2766.0,8.223756906,91,54,8,3,15.0,0,0.0,0,43.0,0,0.010078195578311867,7.0,1.0,2978.086637,1136.0,2,295497,False,2978.086637,1136.0,0.0,0
3644.0,18.02574257,127,221,9,5,77.0,2403,59.0,169,19.0,352,0.0,8.0,4.6,0.0,0.0,0,0,True,0.0,0.0,0.0,1
2390.0,38.004656739999994,139,123,16,11,97.0,2611,70.0,185,3.0,369,0.02032449542991942,3.0,4.6,66795.561232,6509.0,4,138618,True,2817.361232,765.0,0.009701795595400388,0
5299.0,21.44764097,125,221,8,5,48.0,1026,42.0,100,10.0,190,0.0,4.0,4.5,0.0,0.0,0,0,False,0.0,0.0,0.0,1
298.0,10.49964106,85,59,1,5,164.0,3928,109.0,304,5.0,586,0.0,8.0,4.6,0.0,0.0,0,0,True,0.0,0.0,0.0,1
1500.0,13.49011858,117,209,12,4,25.0,158,12.0,19,26.0,0,0.0,5.0,4.2,0.0,0.0,0,0,False,0.0,0.0,0.0,0
2909.0,16.63436123,70,86,0,8,0.0,0,0.0,0,19.0,0,0.019995958449141187,0.0,0.0,103695.207878,10286.0,2,50010,False,1000.017878,406.0,0.012037634431919535,1
5623.0,18.48373235,83,109,0,11,86.0,1966,70.0,163,30.0,321,0.027505813665480428,5.0,4.5,65616.945161,6343.0,2,147524,True,4057.795161,964.0,0.009999826186456125,1
4719.0,19.20772947,113,209,13,10,43.0,1515,29.0,76,19.0,205,0.021543934564770148,1.0,4.7,2429.466413,715.0,5,112767,True,2429.466413,715.0,0.0,1
3411.0,17.22452504,70,86,0,8,0.0,0,0.0,0,19.0,0,0.019212937859185347,0.0,0.0,71248.0698094,6201.0,2,50008,False,960.8198094,389.0,0.009888423437479336,1
4206.0,20.20472441,81,105,0,6,70.0,2357,52.0,149,15.0,336,0.0,7.0,4.6,0.0,0.0,0,0,True,0.0,0.0,0.0,0
1625.0,37.42268041,159,158,0,9,37.0,756,23.0,55,9.0,77,0.0,1.0,4.6,118307.34,10801.0,0,0,True,0.0,0.0,0.011841985070015021,0
2557.0,21.49277457,84,58,5,7,19.0,0,7.0,0,13.0,0,0.0,5.0,1.3,77040.81,6375.0,0,0,False,0.0,0.0,0.010217988085505517,0
2704.0,23.08183306,73,92,0,4,97.0,2451,62.0,197,19.0,381,0.010412383808145373,11.0,4.6,3474.727013,1558.0,4,333710,True,3474.727013,1558.0,0.0,1
1826.0,21.67567568,172,158,0,3,0.0,0,0.0,0,22.0,0,0.021514740374881804,0.0,0.0,65912.267586,6383.0,2,89894,False,1934.067586,639.0,0.009701795595400388,0
3366.0,30.91605839,89,62,5,8,38.0,889,27.0,56,28.0,127,0.018854396712551777,7.0,4.6,105567.412232,10771.0,2,152336,False,2872.222232,891.0,0.012037634431919535,1
4698.0,22.80995475,115,209,2,4,154.0,4128,111.0,313,25.0,625,0.019329081478840337,9.0,4.6,57916.871513000006,5267.0,4,81333,False,1572.111513,476.0,0.010541854962766111,1
2763.0,19.52945253,92,61,14,12,116.0,2262,73.0,153,3.0,371,0.0,0.0,4.5,0.0,0.0,0,0,True,0.0,0.0,0.0,1
1256.0,15.61832061,81,107,0,12,37.0,331,23.0,44,3.0,78,0.01727018121864055,0.0,4.3,3875.670448,1148.0,2,224413,False,3875.670448,1148.0,0.0,0
5273.0,25.07299787,152,186,10,4,97.0,2847,77.0,201,18.0,437,0.018895879960322697,5.0,4.6,43825.597233,4513.0,4,189528,True,3581.317233,1034.0,0.01043443224601899,1
980.0,19.21820449,113,209,12,7,19.0,442,19.0,34,22.0,69,0.022598205293993624,0.0,4.5,3537.003298,797.0,2,156516,True,3537.003298,797.0,0.0,0
865.0,11.4714795,85,59,1,8,180.0,4031,113.0,333,28.0,617,0.0,9.0,4.6,0.0,0.0,0,0,True,0.0,0.0,0.0,1
5500.0,20.78671775,173,158,0,7,18.0,0,21.0,34,18.0,0,0.0,0.0,2.2,0.0,0.0,0,0,False,0.0,0.0,0.0,0
200.0,28.21890547,117,209,12,6,80.0,1949,54.0,139,6.0,307,0.0,7.0,4.6,0.0,0.0,0,0,False,0.0,0.0,0.0,0
1254.0,15.61832061,81,107,0,10,28.0,199,19.0,43,33.0,60,0.0,6.0,4.1,102695.19,9522.0,0,0,False,0.0,0.0,0.012037634431919535,0
843.0,18.43117179,113,209,12,6,19.0,442,19.0,34,22.0,69,0.004521621679075235,0.0,4.5,969.2909961,392.0,4,214367,True,969.2909961,392.0,0.0,0
4173.0,16.9611856,125,221,8,5,0.0,0,0.0,0,14.0,0,0.0,2.0,0.0,0.0,0.0,0,0,False,0.0,0.0,0.0,1
1839.0,29.87922705,72,129,10,12,154.0,2867,89.0,244,50.0,451,0.0,7.0,4.5,0.0,0.0,0,0,True,0.0,0.0,0.0,1
3529.0,22.49864986,82,59,13,7,0.0,0,0.0,0,28.0,0,0.0,0.0,0.0,0.0,0.0,0,0,True,0.0,0.0,0.0,1
429.0,20.09952607,82,106,0,7,67.0,1374,60.0,154,17.0,258,0.023803287711827024,6.0,4.5,82976.826283,7459.0,2,249377,False,5936.016283,1084.0,0.010217988085505517,0
3829.0,20.76957071,86,65,12,7,73.0,2594,69.0,199,23.0,398,0.0,8.0,4.6,0.0,0.0,0,0,True,0.0,0.0,0.0,1
1318.0,31.43921139,126,221,9,4,0.0,0,0.0,0,3.0,0,0.02077866354819623,1.0,0.0,58767.905407,5554.0,4,116616,False,2423.145407,763.0,0.010541854962766111,0
6792.0,20.02363534,126,221,10,1,23.0,1133,18.0,70,48.0,138,0.012491575438509666,5.0,4.7,43273.099805,4600.0,2,242468,True,3028.819805,1381.0,0.01043443224601899,1
4701.0,30.37570621,85,59,9,9,0.0,403,0.0,25,14.0,66,0.02922248165754776,0.0,4.8,115732.780272,11690.0,4,156085,False,4561.220272,1111.0,0.012052667150486772,1
739.3850062,16.86980609,81,104,0,10,89.0,2401,70.0,187,11.0,391,0.0,3.0,4.6,83933.1,6491.0,0,0,False,0.0,0.0,0.010543214907326643,0
5206.0,22.86654252,115,209,11,7,84.0,2164,65.0,191,50.0,357,0.019756845766246846,7.0,4.6,6593.076757500001,1791.0,5,333710,False,6593.076757500001,1791.0,0.0,1
4091.0,8.150568182,83,61,10,5,33.0,910,17.0,62,15.0,135,0.0,7.0,4.6,0.0,0.0,0,0,True,0.0,0.0,0.0,1
3889.0,19.1944186,127,221,9,10,146.0,3786,107.0,288,3.0,553,0.0,7.0,4.6,0.0,0.0,0,0,False,0.0,0.0,0.0,1
4128.0,18.27520436,88,59,4,3,81.0,2286,69.0,177,21.0,378,0.016343504132627393,3.0,4.6,42290.862618,4071.0,4,125222,True,2046.582618,592.0,0.01043443224601899,1
3431.0,30.6991018,137,209,13,3,51.0,1687,33.0,113,11.0,232,0.02443941000965118,7.0,4.6,66637.085612,6598.0,2,108794,True,2658.885612,854.0,0.009701795595400388,0
435.0,24.93333333,105,209,0,10,54.0,1752,41.0,117,7.0,302,0.0,5.0,4.6,0.0,0.0,0,0,False,0.0,0.0,0.0,0
